account_id,district_id,frequency,Date,Account_type,Card _assigned
718,1,Monthly Issuance,2020-03-03,Salary account,Silver
3698,1,Monthly Issuance,2020-03-03,NRI account,Silver
3462,51,Monthly Issuance,2020-03-04,NRI account,Silver
3881,21,Monthly Issuance,2020-03-04,Savings account,Silver
3709,74,Monthly Issuance,2020-03-05,NRI account,Silver
1349,75,Monthly Issuance,2020-03-05,NRI account,Silver
1886,32,Monthly Issuance,2020-03-05,Salary account,Silver
1897,61,Issuance After a Transaction,2020-03-05,Savings account,Gold
1564,48,Monthly Issuance,2020-03-05,Savings account,Silver
2062,70,Monthly Issuance,2020-03-06,Savings account,Silver
141,38,Monthly Issuance,2020-03-06,Savings account,Silver
1763,73,Monthly Issuance,2020-03-06,Salary account,Silver
2611,1,Monthly Issuance,2020-03-06,Salary account,Silver
825,19,Monthly Issuance,2020-03-06,Savings account,Silver
3943,71,Monthly Issuance,2020-03-06,NRI account,Silver
9422,70,Monthly Issuance,2020-03-06,Savings account,Silver
1606,23,Monthly Issuance,2020-03-07,Savings account,Silver
3263,44,Monthly Issuance,2020-03-07,NRI account,Silver
2289,1,Monthly Issuance,2020-03-07,Savings account,Silver
3121,46,Monthly Issuance,2020-03-08,Savings account,Silver
3088,18,Monthly Issuance,2020-03-08,Savings account,Silver
3952,26,Monthly Issuance,2020-03-08,Savings account,Silver
3974,55,Monthly Issuance,2020-03-08,NRI account,Silver
3502,74,Monthly Issuance,2020-03-08,NRI account,Silver
3351,70,Monthly Issuance,2020-03-08,Salary account,Silver
2105,70,Monthly Issuance,2020-03-09,Salary account,Silver
3144,67,Monthly Issuance,2020-03-09,Salary account,Silver
846,72,Monthly Issuance,2020-03-09,NRI account,Silver
357,20,Monthly Issuance,2020-03-10,Savings account,Silver
103,44,Monthly Issuance,2020-03-10,Salary account,Silver
3118,48,Monthly Issuance,2020-03-10,NRI account,Silver
4361,69,Monthly Issuance,2020-03-11,Savings account,Silver
1722,32,Monthly Issuance,2020-03-11,NRI account,Silver
4273,15,Monthly Issuance,2020-03-11,Savings account,Silver
1510,33,Monthly Issuance,2020-03-11,Salary account,Silver
895,24,Monthly Issuance,2020-03-12,Savings account,Silver
840,70,Monthly Issuance,2020-03-12,Savings account,Silver
2263,36,Monthly Issuance,2020-03-12,NRI account,Silver
356,70,Monthly Issuance,2020-03-12,Salary account,Silver
4863,5,Monthly Issuance,2020-03-12,Salary account,Silver
3455,34,Monthly Issuance,2020-03-13,NRI account,Silver
4092,74,Monthly Issuance,2020-03-13,Savings account,Silver
10807,34,Monthly Issuance,2020-03-13,NRI account,Silver
2598,1,Monthly Issuance,2020-03-14,NRI account,Silver
2633,25,Monthly Issuance,2020-03-14,Salary account,Silver
1800,51,Monthly Issuance,2020-03-14,Savings account,Silver
1698,68,Monthly Issuance,2020-03-14,NRI account,Silver
3994,15,Monthly Issuance,2020-03-14,Salary account,Silver
1365,42,Monthly Issuance,2020-03-15,Salary account,Silver
666,27,Monthly Issuance,2020-03-15,NRI account,Silver
9242,57,Monthly Issuance,2020-03-15,NRI account,Silver
4346,25,Monthly Issuance,2020-03-15,NRI account,Silver
3296,67,Monthly Issuance,2020-03-15,Savings account,Silver
2864,54,Monthly Issuance,2020-03-16,Salary account,Silver
1980,49,Monthly Issuance,2020-03-16,NRI account,Silver
1445,60,Monthly Issuance,2020-03-16,Salary account,Silver
821,60,Monthly Issuance,2020-03-16,NRI account,Silver
5591,9,Monthly Issuance,2020-03-16,Savings account,Silver
236,72,Monthly Issuance,2020-03-16,Salary account,Silver
210,48,Monthly Issuance,2020-03-17,Savings account,Silver
3795,36,Monthly Issuance,2020-03-18,NRI account,Silver
865,17,Monthly Issuance,2020-03-18,NRI account,Silver
739,66,Monthly Issuance,2020-03-18,Savings account,Silver
3672,26,Monthly Issuance,2020-03-19,NRI account,Silver
2334,50,Monthly Issuance,2020-03-19,Savings account,Silver
1028,23,Monthly Issuance,2020-03-19,Savings account,Silver
468,49,Monthly Issuance,2020-03-19,NRI account,Silver
853,1,Monthly Issuance,2020-03-20,Savings account,Silver
525,70,Monthly Issuance,2020-03-20,Savings account,Silver
3322,65,Weekly Issuance,2020-03-20,Savings account,Diamond
2033,71,Monthly Issuance,2020-03-20,Savings account,Silver
3130,13,Monthly Issuance,2020-03-20,Salary account,Silver
2904,13,Monthly Issuance,2020-03-20,NRI account,Silver
1014,74,Monthly Issuance,2020-03-20,NRI account,Silver
116,8,Monthly Issuance,2020-03-21,Savings account,Silver
10436,60,Monthly Issuance,2020-03-21,NRI account,Silver
4214,1,Monthly Issuance,2020-03-21,Salary account,Silver
824,32,Monthly Issuance,2020-03-21,Savings account,Silver
3743,1,Monthly Issuance,2020-03-22,Savings account,Silver
2192,59,Monthly Issuance,2020-03-22,NRI account,Silver
2406,5,Monthly Issuance,2020-03-22,NRI account,Silver
2889,8,Monthly Issuance,2020-03-23,Salary account,Silver
1369,32,Monthly Issuance,2020-03-23,NRI account,Silver
2767,54,Monthly Issuance,2020-03-23,Salary account,Silver
4008,27,Monthly Issuance,2020-03-23,Savings account,Silver
874,56,Weekly Issuance,2020-03-23,NRI account,Diamond
3815,1,Monthly Issuance,2020-03-24,Savings account,Silver
3605,3,Monthly Issuance,2020-03-24,Savings account,Silver
3138,37,Monthly Issuance,2020-03-24,Savings account,Silver
2578,54,Monthly Issuance,2020-03-25,Savings account,Silver
2708,1,Monthly Issuance,2020-03-25,Savings account,Silver
631,68,Monthly Issuance,2020-03-25,NRI account,Silver
1170,25,Monthly Issuance,2020-03-26,NRI account,Silver
2650,72,Monthly Issuance,2020-03-26,NRI account,Silver
7890,23,Monthly Issuance,2020-03-26,Salary account,Silver
3219,1,Monthly Issuance,2020-03-26,NRI account,Silver
3115,14,Monthly Issuance,2020-03-27,Salary account,Silver
208,54,Monthly Issuance,2020-03-27,Savings account,Silver
286,71,Monthly Issuance,2020-03-27,NRI account,Silver
898,71,Monthly Issuance,2020-03-27,Savings account,Silver
2936,3,Monthly Issuance,2020-03-27,Savings account,Silver
3422,21,Monthly Issuance,2020-03-28,Savings account,Silver
10049,17,Monthly Issuance,2020-03-28,NRI account,Silver
1250,62,Monthly Issuance,2020-03-28,Savings account,Silver
1384,74,Weekly Issuance,2020-03-28,Salary account,Diamond
2624,31,Monthly Issuance,2020-03-28,Savings account,Silver
3349,47,Monthly Issuance,2020-03-28,Savings account,Silver
1351,40,Monthly Issuance,2020-03-29,Savings account,Silver
2631,1,Monthly Issuance,2020-03-29,Savings account,Silver
7520,9,Monthly Issuance,2020-03-29,Savings account,Silver
10065,76,Monthly Issuance,2020-03-30,Savings account,Silver
708,26,Monthly Issuance,2020-03-30,Savings account,Silver
3917,1,Monthly Issuance,2020-03-30,Salary account,Silver
514,70,Monthly Issuance,2020-03-30,NRI account,Silver
2659,14,Monthly Issuance,2020-03-30,NRI account,Silver
3265,52,Issuance After a Transaction,2020-03-30,Salary account,Gold
1832,70,Monthly Issuance,2020-04-01,NRI account,Silver
7565,59,Monthly Issuance,2020-04-02,Savings account,Silver
3308,40,Monthly Issuance,2020-04-02,NRI account,Silver
1932,35,Monthly Issuance,2020-04-03,Savings account,Silver
1521,74,Monthly Issuance,2020-04-04,Savings account,Silver
2909,58,Monthly Issuance,2020-04-04,NRI account,Silver
3706,8,Monthly Issuance,2020-04-04,Savings account,Silver
1847,47,Monthly Issuance,2020-04-04,Salary account,Silver
2335,70,Monthly Issuance,2020-04-04,NRI account,Silver
3041,70,Monthly Issuance,2020-04-04,Salary account,Silver
3116,54,Monthly Issuance,2020-04-05,Savings account,Silver
251,74,Monthly Issuance,2020-04-06,Salary account,Silver
3632,56,Weekly Issuance,2020-04-06,Savings account,Diamond
2929,51,Monthly Issuance,2020-04-06,Savings account,Silver
10345,36,Monthly Issuance,2020-04-07,Savings account,Silver
1450,63,Monthly Issuance,2020-04-07,Savings account,Silver
1461,73,Monthly Issuance,2020-04-07,Savings account,Silver
1920,40,Monthly Issuance,2020-04-08,Salary account,Silver
734,5,Monthly Issuance,2020-04-08,Salary account,Silver
8085,73,Monthly Issuance,2020-04-08,Salary account,Silver
1948,64,Monthly Issuance,2020-04-08,Salary account,Silver
3534,59,Monthly Issuance,2020-04-08,Savings account,Silver
278,73,Monthly Issuance,2020-04-08,Salary account,Silver
2012,4,Monthly Issuance,2020-04-08,NRI account,Silver
1020,56,Monthly Issuance,2020-04-09,Savings account,Silver
2986,63,Monthly Issuance,2020-04-09,Salary account,Silver
615,72,Monthly Issuance,2020-04-09,NRI account,Silver
7894,27,Monthly Issuance,2020-04-09,Salary account,Silver
3294,75,Monthly Issuance,2020-04-09,Savings account,Silver
2450,48,Monthly Issuance,2020-04-10,Savings account,Silver
1503,71,Monthly Issuance,2020-04-10,Savings account,Silver
3247,61,Monthly Issuance,2020-04-11,NRI account,Silver
3568,40,Monthly Issuance,2020-04-11,Savings account,Silver
152,1,Monthly Issuance,2020-04-12,Salary account,Silver
5072,6,Monthly Issuance,2020-04-12,NRI account,Silver
1456,9,Monthly Issuance,2020-04-12,Salary account,Silver
1622,19,Monthly Issuance,2020-04-12,NRI account,Silver
10215,38,Monthly Issuance,2020-04-12,Savings account,Silver
2247,24,Monthly Issuance,2020-04-13,Savings account,Silver
2205,51,Monthly Issuance,2020-04-13,Savings account,Silver
1543,1,Monthly Issuance,2020-04-14,Savings account,Silver
1655,41,Monthly Issuance,2020-04-15,NRI account,Silver
3976,74,Monthly Issuance,2020-04-15,NRI account,Silver
1383,11,Monthly Issuance,2020-04-15,Savings account,Silver
439,69,Monthly Issuance,2020-04-15,NRI account,Silver
1550,1,Monthly Issuance,2020-04-15,Salary account,Silver
101,35,Monthly Issuance,2020-04-16,Salary account,Silver
1473,39,Monthly Issuance,2020-04-16,Savings account,Silver
1121,32,Monthly Issuance,2020-04-17,Savings account,Silver
2254,1,Monthly Issuance,2020-04-17,NRI account,Silver
3806,36,Monthly Issuance,2020-04-18,NRI account,Silver
283,44,Monthly Issuance,2020-04-18,Savings account,Silver
2432,8,Monthly Issuance,2020-04-18,Salary account,Silver
3802,44,Monthly Issuance,2020-04-18,Savings account,Silver
3821,18,Monthly Issuance,2020-04-18,Savings account,Silver
3907,37,Monthly Issuance,2020-04-18,Salary account,Silver
3854,8,Monthly Issuance,2020-04-18,Salary account,Silver
3606,1,Monthly Issuance,2020-04-18,NRI account,Silver
1939,6,Weekly Issuance,2020-04-19,Savings account,Diamond
5726,17,Issuance After a Transaction,2020-04-19,Savings account,Gold
3998,2,Monthly Issuance,2020-04-20,NRI account,Silver
3021,10,Monthly Issuance,2020-04-20,Savings account,Silver
1607,71,Monthly Issuance,2020-04-20,NRI account,Silver
1733,18,Monthly Issuance,2020-04-20,NRI account,Silver
2474,33,Monthly Issuance,2020-04-20,Savings account,Silver
3816,25,Monthly Issuance,2020-04-21,Savings account,Silver
766,3,Monthly Issuance,2020-04-21,NRI account,Silver
695,5,Monthly Issuance,2020-04-21,NRI account,Silver
2287,1,Monthly Issuance,2020-04-21,Salary account,Silver
1358,39,Monthly Issuance,2020-04-21,NRI account,Silver
3019,33,Monthly Issuance,2020-04-21,Salary account,Silver
1641,50,Monthly Issuance,2020-04-22,NRI account,Silver
1624,53,Monthly Issuance,2020-04-22,NRI account,Silver
798,1,Monthly Issuance,2020-04-22,Savings account,Silver
7240,17,Monthly Issuance,2020-04-23,Savings account,Silver
4458,60,Monthly Issuance,2020-04-23,NRI account,Silver
3596,59,Monthly Issuance,2020-04-23,Salary account,Silver
1709,24,Monthly Issuance,2020-04-23,Savings account,Silver
3859,53,Monthly Issuance,2020-04-23,NRI account,Silver
481,72,Monthly Issuance,2020-04-23,Savings account,Silver
1070,62,Monthly Issuance,2020-04-23,NRI account,Silver
3280,1,Monthly Issuance,2020-04-24,Salary account,Silver
689,1,Monthly Issuance,2020-04-24,Salary account,Silver
4488,33,Monthly Issuance,2020-04-24,Savings account,Silver
2246,1,Monthly Issuance,2020-04-25,NRI account,Silver
3301,14,Monthly Issuance,2020-04-25,Salary account,Silver
7997,10,Monthly Issuance,2020-04-25,Salary account,Silver
1542,1,Monthly Issuance,2020-04-25,Salary account,Silver
5395,47,Monthly Issuance,2020-04-26,Salary account,Silver
780,3,Monthly Issuance,2020-04-26,NRI account,Silver
5505,1,Monthly Issuance,2020-04-26,Savings account,Silver
3178,4,Monthly Issuance,2020-04-27,NRI account,Silver
500,56,Monthly Issuance,2020-04-27,Savings account,Silver
3451,52,Monthly Issuance,2020-04-27,Savings account,Silver
1304,40,Monthly Issuance,2020-04-27,Savings account,Silver
3664,1,Monthly Issuance,2020-04-28,Savings account,Silver
3038,10,Monthly Issuance,2020-04-28,NRI account,Silver
951,3,Monthly Issuance,2020-04-28,Savings account,Silver
1529,1,Monthly Issuance,2020-04-28,Salary account,Silver
3027,62,Monthly Issuance,2020-04-29,Savings account,Silver
4342,74,Monthly Issuance,2020-04-29,Salary account,Silver
1582,28,Monthly Issuance,2020-05-01,Savings account,Silver
2730,23,Monthly Issuance,2020-05-02,Salary account,Silver
8896,28,Issuance After a Transaction,2020-05-02,Salary account,Gold
1716,46,Monthly Issuance,2020-05-02,Savings account,Silver
986,74,Monthly Issuance,2020-05-02,Savings account,Silver
1192,29,Monthly Issuance,2020-05-02,NRI account,Silver
2116,70,Monthly Issuance,2020-05-02,NRI account,Silver
4127,50,Monthly Issuance,2020-05-03,Savings account,Silver
3791,1,Weekly Issuance,2020-05-03,Salary account,Diamond
3531,59,Monthly Issuance,2020-05-03,NRI account,Silver
2994,77,Monthly Issuance,2020-05-03,NRI account,Silver
1328,8,Monthly Issuance,2020-05-04,Savings account,Silver
97,74,Monthly Issuance,2020-05-05,NRI account,Silver
3648,61,Monthly Issuance,2020-05-06,NRI account,Silver
2591,1,Monthly Issuance,2020-05-06,NRI account,Silver
1614,63,Monthly Issuance,2020-05-07,NRI account,Silver
706,49,Monthly Issuance,2020-05-07,NRI account,Silver
2232,1,Monthly Issuance,2020-05-07,Savings account,Silver
2946,54,Monthly Issuance,2020-05-07,Savings account,Silver
2346,27,Monthly Issuance,2020-05-08,NRI account,Silver
3736,54,Monthly Issuance,2020-05-08,Salary account,Silver
3887,62,Monthly Issuance,2020-05-08,Savings account,Silver
1672,5,Monthly Issuance,2020-05-08,Savings account,Silver
1752,68,Monthly Issuance,2020-05-08,Salary account,Silver
1996,6,Weekly Issuance,2020-05-08,Savings account,Diamond
1244,68,Monthly Issuance,2020-05-08,Savings account,Silver
1213,36,Monthly Issuance,2020-05-08,Savings account,Silver
3928,24,Monthly Issuance,2020-05-08,NRI account,Silver
1045,3,Monthly Issuance,2020-05-09,Savings account,Silver
302,7,Monthly Issuance,2020-05-09,Salary account,Silver
444,26,Monthly Issuance,2020-05-09,NRI account,Silver
2035,53,Monthly Issuance,2020-05-10,Salary account,Silver
3942,27,Weekly Issuance,2020-05-10,Savings account,Diamond
9494,21,Monthly Issuance,2020-05-10,NRI account,Silver
913,59,Monthly Issuance,2020-05-10,NRI account,Silver
3248,77,Monthly Issuance,2020-05-11,Savings account,Silver
51,67,Monthly Issuance,2020-05-11,Salary account,Silver
132,40,Issuance After a Transaction,2020-05-11,NRI account,Gold
3512,46,Monthly Issuance,2020-05-11,NRI account,Silver
6792,1,Monthly Issuance,2020-05-11,Savings account,Silver
491,44,Monthly Issuance,2020-05-12,Salary account,Silver
9513,59,Monthly Issuance,2020-05-12,Salary account,Silver
684,49,Monthly Issuance,2020-05-12,Savings account,Silver
3285,43,Monthly Issuance,2020-05-12,NRI account,Silver
3434,32,Monthly Issuance,2020-05-13,Savings account,Silver
2619,20,Monthly Issuance,2020-05-13,Salary account,Silver
6158,67,Monthly Issuance,2020-05-13,Savings account,Silver
1013,59,Monthly Issuance,2020-05-13,NRI account,Silver
3523,65,Monthly Issuance,2020-05-14,Salary account,Silver
136,74,Monthly Issuance,2020-05-14,NRI account,Silver
632,29,Monthly Issuance,2020-05-14,Savings account,Silver
3769,3,Monthly Issuance,2020-05-14,NRI account,Silver
2757,54,Monthly Issuance,2020-05-14,Savings account,Silver
360,32,Monthly Issuance,2020-05-14,Savings account,Silver
9199,72,Monthly Issuance,2020-05-15,Salary account,Silver
2752,74,Monthly Issuance,2020-05-15,Salary account,Silver
10694,73,Weekly Issuance,2020-05-15,NRI account,Diamond
76,52,Monthly Issuance,2020-05-16,NRI account,Silver
1924,66,Monthly Issuance,2020-05-16,Salary account,Silver
8772,1,Monthly Issuance,2020-05-16,Savings account,Silver
2505,60,Monthly Issuance,2020-05-16,Salary account,Silver
7542,54,Monthly Issuance,2020-05-16,Savings account,Silver
1074,59,Monthly Issuance,2020-05-16,Savings account,Silver
3495,54,Monthly Issuance,2020-05-17,Savings account,Silver
1904,70,Monthly Issuance,2020-05-18,Savings account,Silver
1040,19,Monthly Issuance,2020-05-18,Salary account,Silver
776,66,Monthly Issuance,2020-05-18,Salary account,Silver
3162,63,Weekly Issuance,2020-05-18,NRI account,Diamond
379,32,Monthly Issuance,2020-05-18,Salary account,Silver
3731,70,Monthly Issuance,2020-05-20,NRI account,Silver
1323,43,Monthly Issuance,2020-05-20,NRI account,Silver
580,75,Monthly Issuance,2020-05-20,Salary account,Silver
2805,39,Monthly Issuance,2020-05-20,Salary account,Silver
1399,45,Monthly Issuance,2020-05-20,Savings account,Silver
1210,28,Monthly Issuance,2020-05-21,NRI account,Silver
8972,70,Monthly Issuance,2020-05-21,NRI account,Silver
891,34,Monthly Issuance,2020-05-23,Salary account,Silver
2888,19,Monthly Issuance,2020-05-23,Savings account,Silver
832,42,Monthly Issuance,2020-05-24,Salary account,Silver
1905,34,Monthly Issuance,2020-05-25,Salary account,Silver
7713,50,Weekly Issuance,2020-05-25,Savings account,Diamond
4099,54,Monthly Issuance,2020-05-26,NRI account,Silver
3055,15,Monthly Issuance,2020-05-26,Salary account,Silver
1715,60,Monthly Issuance,2020-05-26,Savings account,Silver
1646,1,Weekly Issuance,2020-05-27,Salary account,Diamond
612,1,Monthly Issuance,2020-05-27,Savings account,Silver
450,59,Monthly Issuance,2020-05-28,NRI account,Silver
10445,72,Monthly Issuance,2020-05-29,Salary account,Silver
268,3,Monthly Issuance,2020-05-29,Savings account,Silver
3240,35,Weekly Issuance,2020-05-29,Savings account,Diamond
877,1,Monthly Issuance,2020-05-29,Savings account,Silver
621,52,Monthly Issuance,2020-06-01,NRI account,Silver
1124,26,Monthly Issuance,2020-06-02,Savings account,Silver
687,27,Monthly Issuance,2020-06-02,NRI account,Silver
3590,57,Monthly Issuance,2020-06-02,Savings account,Silver
3459,76,Monthly Issuance,2020-06-02,Salary account,Silver
2389,40,Monthly Issuance,2020-06-02,Salary account,Silver
2837,46,Monthly Issuance,2020-06-02,NRI account,Silver
2190,41,Weekly Issuance,2020-06-04,NRI account,Diamond
3746,70,Monthly Issuance,2020-06-04,Savings account,Silver
2982,19,Monthly Issuance,2020-06-04,Savings account,Silver
9263,68,Monthly Issuance,2020-06-04,Salary account,Silver
1405,53,Monthly Issuance,2020-06-04,Salary account,Silver
1954,72,Monthly Issuance,2020-06-05,NRI account,Silver
1973,71,Monthly Issuance,2020-06-05,Savings account,Silver
3448,58,Weekly Issuance,2020-06-06,Salary account,Diamond
1913,48,Monthly Issuance,2020-06-06,NRI account,Silver
958,72,Monthly Issuance,2020-06-06,Savings account,Silver
3199,66,Monthly Issuance,2020-06-06,NRI account,Silver
375,68,Monthly Issuance,2020-06-07,NRI account,Silver
1270,55,Issuance After a Transaction,2020-06-07,Salary account,Gold
9548,62,Monthly Issuance,2020-06-07,Savings account,Silver
3522,16,Monthly Issuance,2020-06-07,NRI account,Silver
669,35,Monthly Issuance,2020-06-07,Savings account,Silver
732,38,Monthly Issuance,2020-06-07,Savings account,Silver
4585,27,Monthly Issuance,2020-06-08,Salary account,Silver
171,46,Monthly Issuance,2020-06-08,Salary account,Silver
3676,58,Monthly Issuance,2020-06-08,Savings account,Silver
1082,2,Monthly Issuance,2020-06-08,Savings account,Silver
6699,35,Monthly Issuance,2020-06-08,Savings account,Silver
1219,1,Monthly Issuance,2020-06-08,NRI account,Silver
4803,26,Monthly Issuance,2020-06-08,Savings account,Silver
1528,50,Monthly Issuance,2020-06-08,Savings account,Silver
9510,1,Monthly Issuance,2020-06-09,Savings account,Silver
7926,69,Weekly Issuance,2020-06-09,Salary account,Diamond
3591,1,Issuance After a Transaction,2020-06-09,Savings account,Gold
1058,47,Monthly Issuance,2020-06-11,Savings account,Silver
1431,41,Monthly Issuance,2020-06-11,NRI account,Silver
181,21,Monthly Issuance,2020-06-11,Savings account,Silver
603,62,Monthly Issuance,2020-06-11,Savings account,Silver
409,1,Monthly Issuance,2020-06-11,NRI account,Silver
3584,55,Monthly Issuance,2020-06-12,NRI account,Silver
93,2,Monthly Issuance,2020-06-12,Savings account,Silver
2104,48,Monthly Issuance,2020-06-12,Salary account,Silver
2710,12,Monthly Issuance,2020-06-12,Savings account,Silver
3957,33,Weekly Issuance,2020-06-13,NRI account,Diamond
1869,1,Monthly Issuance,2020-06-14,Savings account,Silver
2397,70,Monthly Issuance,2020-06-14,Salary account,Silver
2603,9,Monthly Issuance,2020-06-14,Salary account,Silver
3723,2,Monthly Issuance,2020-06-14,Savings account,Silver
3668,1,Monthly Issuance,2020-06-15,Savings account,Silver
2400,40,Monthly Issuance,2020-06-15,NRI account,Silver
3015,19,Monthly Issuance,2020-06-15,Savings account,Silver
558,10,Monthly Issuance,2020-06-15,Salary account,Silver
3114,1,Monthly Issuance,2020-06-15,Savings account,Silver
4626,9,Monthly Issuance,2020-06-15,Salary account,Silver
1444,70,Monthly Issuance,2020-06-16,NRI account,Silver
4447,62,Monthly Issuance,2020-06-16,Salary account,Silver
3515,68,Monthly Issuance,2020-06-16,Savings account,Silver
8158,48,Weekly Issuance,2020-06-16,NRI account,Diamond
848,31,Monthly Issuance,2020-06-16,Salary account,Silver
1086,37,Monthly Issuance,2020-06-17,Salary account,Silver
2602,46,Monthly Issuance,2020-06-17,NRI account,Silver
4768,39,Monthly Issuance,2020-06-17,Salary account,Silver
507,52,Monthly Issuance,2020-06-17,NRI account,Silver
3647,77,Monthly Issuance,2020-06-17,Salary account,Silver
3180,1,Monthly Issuance,2020-06-18,Salary account,Silver
1271,17,Monthly Issuance,2020-06-18,Savings account,Silver
2870,1,Monthly Issuance,2020-06-18,Savings account,Silver
3645,36,Monthly Issuance,2020-06-18,Salary account,Silver
3239,5,Monthly Issuance,2020-06-19,Savings account,Silver
3485,53,Monthly Issuance,2020-06-19,Salary account,Silver
567,15,Monthly Issuance,2020-06-19,Salary account,Silver
373,67,Monthly Issuance,2020-06-20,NRI account,Silver
2977,28,Monthly Issuance,2020-06-20,Salary account,Silver
488,25,Monthly Issuance,2020-06-20,Salary account,Silver
3120,1,Monthly Issuance,2020-06-20,Savings account,Silver
3801,1,Monthly Issuance,2020-06-20,NRI account,Silver
72,1,Weekly Issuance,2020-06-20,NRI account,Diamond
10361,21,Monthly Issuance,2020-06-21,Savings account,Silver
587,19,Monthly Issuance,2020-06-21,NRI account,Silver
1097,67,Monthly Issuance,2020-06-22,Salary account,Silver
3206,38,Monthly Issuance,2020-06-22,Salary account,Silver
3696,1,Monthly Issuance,2020-06-22,Salary account,Silver
2387,70,Monthly Issuance,2020-06-22,Salary account,Silver
3585,1,Monthly Issuance,2020-06-23,Salary account,Silver
2706,47,Monthly Issuance,2020-06-23,Savings account,Silver
2773,38,Monthly Issuance,2020-06-23,NRI account,Silver
1781,10,Monthly Issuance,2020-06-23,Savings account,Silver
962,64,Monthly Issuance,2020-06-24,Savings account,Silver
2395,3,Monthly Issuance,2020-06-24,Savings account,Silver
3227,1,Monthly Issuance,2020-06-24,Salary account,Silver
2295,57,Monthly Issuance,2020-06-25,NRI account,Silver
9631,11,Monthly Issuance,2020-06-25,Salary account,Silver
140,24,Monthly Issuance,2020-06-25,Salary account,Silver
788,12,Monthly Issuance,2020-06-25,Savings account,Silver
2040,75,Monthly Issuance,2020-06-25,Salary account,Silver
1029,26,Monthly Issuance,2020-06-25,Savings account,Silver
3318,62,Monthly Issuance,2020-06-25,NRI account,Silver
2420,35,Monthly Issuance,2020-06-25,Salary account,Silver
3432,1,Monthly Issuance,2020-06-25,Salary account,Silver
6688,16,Monthly Issuance,2020-06-25,Salary account,Silver
3899,22,Monthly Issuance,2020-06-25,NRI account,Silver
1275,32,Monthly Issuance,2020-06-26,NRI account,Silver
1087,55,Monthly Issuance,2020-06-26,Savings account,Silver
1396,46,Monthly Issuance,2020-06-26,Savings account,Silver
3573,59,Monthly Issuance,2020-06-27,Salary account,Silver
3149,57,Monthly Issuance,2020-06-27,Savings account,Silver
1007,1,Monthly Issuance,2020-06-28,Salary account,Silver
4379,44,Monthly Issuance,2020-06-28,NRI account,Silver
2950,62,Monthly Issuance,2020-06-28,Savings account,Silver
3793,5,Monthly Issuance,2020-06-28,Salary account,Silver
3588,33,Monthly Issuance,2020-06-28,NRI account,Silver
878,52,Monthly Issuance,2020-06-29,Savings account,Silver
3864,33,Monthly Issuance,2020-07-01,Savings account,Silver
1266,57,Monthly Issuance,2020-07-01,NRI account,Silver
3089,12,Weekly Issuance,2020-07-02,Savings account,Diamond
7181,77,Issuance After a Transaction,2020-07-02,NRI account,Gold
1241,53,Monthly Issuance,2020-07-02,Savings account,Silver
1004,70,Monthly Issuance,2020-07-02,Salary account,Silver
2344,13,Monthly Issuance,2020-07-02,NRI account,Silver
2530,74,Monthly Issuance,2020-07-02,Savings account,Silver
170,59,Monthly Issuance,2020-07-02,Savings account,Silver
2319,58,Monthly Issuance,2020-07-02,Savings account,Silver
7033,75,Monthly Issuance,2020-07-03,Salary account,Silver
88,31,Monthly Issuance,2020-07-03,Savings account,Silver
1480,41,Weekly Issuance,2020-07-03,Savings account,Diamond
2526,16,Monthly Issuance,2020-07-04,NRI account,Silver
2604,68,Monthly Issuance,2020-07-04,NRI account,Silver
5269,49,Monthly Issuance,2020-07-04,Savings account,Silver
3563,1,Monthly Issuance,2020-07-04,NRI account,Silver
3550,68,Monthly Issuance,2020-07-04,Salary account,Silver
1903,11,Monthly Issuance,2020-07-05,NRI account,Silver
3153,2,Monthly Issuance,2020-07-05,Savings account,Silver
265,19,Monthly Issuance,2020-07-05,NRI account,Silver
2812,18,Monthly Issuance,2020-07-05,Salary account,Silver
1609,41,Monthly Issuance,2020-07-05,NRI account,Silver
2737,69,Monthly Issuance,2020-07-06,Salary account,Silver
7101,54,Monthly Issuance,2020-07-06,NRI account,Silver
313,73,Monthly Issuance,2020-07-06,Salary account,Silver
2593,5,Monthly Issuance,2020-07-06,Savings account,Silver
1232,48,Monthly Issuance,2020-07-06,Salary account,Silver
2108,74,Monthly Issuance,2020-07-06,Salary account,Silver
3694,70,Monthly Issuance,2020-07-06,Savings account,Silver
1289,72,Monthly Issuance,2020-07-07,NRI account,Silver
2445,52,Monthly Issuance,2020-07-07,NRI account,Silver
7733,19,Weekly Issuance,2020-07-08,NRI account,Diamond
1758,21,Monthly Issuance,2020-07-08,NRI account,Silver
9859,27,Monthly Issuance,2020-07-08,Salary account,Silver
10711,36,Monthly Issuance,2020-07-08,Savings account,Silver
725,70,Monthly Issuance,2020-07-08,Salary account,Silver
1739,3,Monthly Issuance,2020-07-08,Savings account,Silver
10202,70,Monthly Issuance,2020-07-08,Salary account,Silver
506,67,Monthly Issuance,2020-07-08,NRI account,Silver
955,59,Monthly Issuance,2020-07-08,Salary account,Silver
932,20,Monthly Issuance,2020-07-08,Salary account,Silver
413,18,Monthly Issuance,2020-07-09,NRI account,Silver
3334,67,Monthly Issuance,2020-07-09,NRI account,Silver
2625,48,Weekly Issuance,2020-07-09,Salary account,Diamond
2147,28,Monthly Issuance,2020-07-10,Salary account,Silver
